placekey,parent_placekey,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_closed_since,geometry_type
224-222@5qd-22s-mff,,Valvoline,SG_BRAND_39e16e9497a95ca0,Valvoline,Automotive Repair and Maintenance,All Other Automotive Repair and Maintenance,811198,41.164138,-112.02561,5436 S 1900 W,Roy,UT,84067,US,+18012173560,"{ ""Mon"": [[""8:00"", ""18:00""]], ""Tue"": [[""8:00"", ""18:00""]], ""Wed"": [[""8:00"", ""18:00""]], ""Thu"": [[""8:00"", ""18:00""]], ""Fri"": [[""8:00"", ""18:00""]], ""Sat"": [[""8:00"", ""17:00""]], ""Sun"": [] }","Auto Repair,Batteries,Oil Changes",,,2019-07-01,POLYGON
224-222@5qd-2jk-fzz,,Allied Insurance,"","","Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,41.317381,-112.044509,3171 N 2700 W,Farr West,UT,84404,US,+18017321777,,"",,,2019-07-01,POLYGON
224-222@5qd-3pr-bhq,,New Level Fitness & Spa,"","",Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,40.841412,-111.906969,60 S Orchard Dr,North Salt Lake,UT,84054,US,+18019361273,,"",,,2019-07-01,POLYGON
224-222@5qd-3rg-2tv,,Ihc Health Center Pharmacy Bountiful,"","",Health and Personal Care Stores,Pharmacies and Drug Stores,446110,40.84941,-111.911411,390 N Main St,North Salt Lake,UT,84010,US,+18012941005,,Medical Supplies,,,2019-07-01,POLYGON
225-222@5qc-zyj-x5z,,Lori Hickman Brough Realty Utah Real Estate,"","",Offices of Real Estate Agents and Brokers,Offices of Real Estate Agents and Brokers,531210,41.042722,-111.948689,487 N Main St,Kaysville,UT,84037,US,+18015645674,,"",,,2019-07-01,POLYGON
225-222@5qc-zzt-389,,Norris Kevin L DMD,"","",Offices of Dentists,Offices of Dentists,621210,41.154274,-111.936607,5990 Fashion Point Dr Ste 1,South Ogden,UT,84403,US,+18014754511,"{ ""Mon"": [[""8:00"", ""16:00""]], ""Tue"": [[""8:00"", ""16:00""]], ""Wed"": [[""8:00"", ""16:00""]], ""Thu"": [[""7:00"", ""14:00""]], ""Fri"": [], ""Sat"": [], ""Sun"": [] }","",,,2019-07-01,POLYGON
225-222@5qd-2g7-68v,,Puttin'on the Glitz,"","",Shoe Stores,Shoe Stores,448210,41.200223,-111.971594,3481 Riverdale Rd,Ogden,UT,84405,US,+18013945489,,"",,,2019-07-01,POLYGON
225-222@5qd-2g7-hqz,,Check City,SG_BRAND_2ef8341c9635f007,Check City,Activities Related to Credit Intermediation,Other Activities Related to Credit Intermediation,522390,41.208658,-111.948862,1177 Patterson St,Ogden,UT,84403,US,,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [[""9:00"", ""20:00""]], ""Sat"": [], ""Sun"": [] }","",,,2019-07-01,POLYGON
227-222@5qc-zzy-mx5,,Olive Hall Studio,"","",Personal Care Services,"Hair, Nail, and Skin Care Services",81211,41.190321,-111.963044,4015 Madison Ave,South Ogden,UT,84403,US,+18016274255,"{ ""Mon"": [[""8:00"", ""19:00""]], ""Tue"": [[""8:00"", ""19:00""]], ""Wed"": [[""8:00"", ""19:00""]], ""Thu"": [[""8:00"", ""19:00""]], ""Fri"": [[""8:00"", ""19:00""]], ""Sat"": [[""8:00"", ""19:00""]], ""Sun"": [] }",Spa,,,2019-07-01,POLYGON
227-222@5qd-2hc-q4v,,Oak and Stone Remodel,"","",Home Furnishings Stores,All Other Home Furnishings Stores,442299,41.315879,-111.945393,1125 E 3050 N,North Ogden,UT,84414,US,+18014306451,,"",,,2019-07-01,POLYGON
227-223@5qc-zys-9j9,,Cantina Southwestern Grill,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,41.064721,-111.969836,296 N Main St,Layton,UT,84041,US,+18014449898,"{ ""Mon"": [[""11:00"", ""21:30""]], ""Tue"": [[""11:00"", ""21:30""]], ""Wed"": [[""11:00"", ""21:30""]], ""Thu"": [[""11:00"", ""21:30""]], ""Fri"": [[""11:00"", ""22:30""]], ""Sat"": [[""11:00"", ""22:30""]], ""Sun"": [] }",Mexican Food,,2021-11-23,2019-07-01,POLYGON
227-223@5qd-3rn-zzz,,Elevate Barbershop,"","",Personal Care Services,"Hair, Nail, and Skin Care Services",81211,40.915568,-111.878579,181 S Main St Ste A,Centerville,UT,84014,US,+18012922100,,Barber,,,2019-07-01,POLYGON
228-223@5qc-zym-835,,Gnarly's Island Grill,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.990342,-111.890829,140 N Main St,Kaysville,UT,84037,US,+18017196407,,Hawaiian Food,,2020-01-15,2019-07-01,POLYGON
229-222@5qd-3rh-rhq,,Flourishing Grace Church,"","",Religious Organizations,Religious Organizations,813110,40.893548,-111.871783,390 N 400 E,Bountiful,UT,84010,US,+18012921661,,"Churches,Hindu Temple,Mosque,Sikh Temple,Synagogues",,,2019-07-01,POLYGON
22c-222@5qc-zzr-qj9,,Kim Cassity DMD MS,"","",Offices of Dentists,Offices of Dentists,621210,41.166831,-111.968918,5331 S 500 E,Washington Terrace,UT,84405,US,,,Periodontists,,,2019-07-01,POLYGON
22h-222@5qd-3pw-3wk,,Great Western EBikes,"","","Sporting Goods, Hobby, and Musical Instrument Stores",Sporting Goods Stores,451110,40.884614,-111.881893,40 W 500 S Ste B,Bountiful,UT,84010,US,+18014949898,,Bikes,,,2019-07-01,POLYGON
