Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access
ELEC,Ken Garff Nissan - Riverdale,615 W Riverdale Rd,,Riverdale,UT,84405,,,E,,Private,,,,,,,1.0,,,Non-Networked,,GPS,41.179728,-111.994029,3/7/2022,49745,2022-03-07 19:49:53 UTC,P,,,10/25/2012,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Stephen Wade Auto Center,230 W Hilton Dr,,St. George,UT,84770,,435-628-5201,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,,,Non-Networked,,200-9,37.077643,-113.588156,6/9/2020,49746,2021-03-11 23:22:17 UTC,P,,,10/25/2012,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False
ELEC,Stephen Wade Auto Center,230 W Hilton Dr,,St. George,UT,84770,,435-628-5201,E,,Private,,,,,,,1.0,,,Non-Networked,,200-9,37.077643,-113.588156,6/9/2020,49747,2021-03-11 23:22:17 UTC,P,,,10/25/2012,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Ken Garff Nissan - Salt Lake City,777 SW Temple,,Salt Lake City,UT,84101,,801-322-5663,E,,Public - Call ahead,Dealership business hours,,,,,,2.0,1.0,,Non-Networked,,200-9,40.75259,-111.893299,3/7/2022,49748,2022-03-07 19:49:53 UTC,P,,,10/25/2012,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False
ELEC,Ken Garff Nissan - Salt Lake City,777 SW Temple,,Salt Lake City,UT,84101,,801-322-5663,E,,Private,,,,,,,1.0,,,Non-Networked,,200-9,40.75259,-111.893299,3/7/2022,49749,2022-03-07 19:49:53 UTC,P,,,10/25/2012,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,American Bush,2630 S 300 W,,Salt Lake City,UT,84115,,,E,,Private,Employee use only,,,,,,3.0,,,Non-Networked,,200-9,40.714413,-111.900552,11/4/2021,50204,2022-02-10 19:42:29 UTC,P,,,11/28/2011,,,,,J1772 TESLA,US,,,,Privé,,private,,,OTHER_ENTERTAINMENT,,,,,,,,,,,,,,,,SOLAR,
ELEC,Ken Garff Nissan - Orem,285 W University Pkwy,,Orem,UT,84058,,,E,,Public - Call ahead,Dealership business hours; contact 801-225-1300 for more information,,,,,,1.0,1.0,,Non-Networked,,GPS,40.272987,-111.701159,3/7/2022,60341,2022-03-07 19:49:53 UTC,P,,,1/1/2014,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False
ELEC,Ken Garff Nissan - Orem,285 W University Pkwy,,Orem,UT,84058,,,E,,Private,,,,,,,1.0,,,Non-Networked,,GPS,40.272987,-111.701159,3/7/2022,60342,2022-03-07 19:49:53 UTC,P,,,1/1/2014,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,ADOBE LEI SOUTH LOT 1,3900 N Adobe Way,,Lehi,UT,84043,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.435266,-111.891058,11/9/2022,61073,2022-11-09 00:58:10 UTC,,,,10/2/2015,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,BMW OF PG VISITOR CHARGER,2111 W Grove Pkwy,,Pleasant Grove,UT,84062,,888-758-4389,T,9/9/2022,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.352197,-111.769819,11/9/2022,62547,2022-11-09 00:41:37 UTC,,,,10/2/2015,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,
ELEC,CAPITOL EAST 2,Utah State Capitol East Lot,,Salt Lake City,UT,84103,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.778169,-111.886953,11/9/2022,62821,2022-11-09 00:42:13 UTC,,,,10/2/2015,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Utah Division of Air Quality,195 N 1950 W,In front of building,Salt Lake City,UT,84114,,801-536-4400,E,,Private,Fleet use only,,,,,,4.0,,,Non-Networked,,200-8,40.774299,-111.947378,1/10/2022,63179,2022-02-10 19:42:29 UTC,SG,,,3/12/2012,,,,,J1772,US,,,,Privé,,private,,,STATE_GOV,,,,,,,,,,,,,,,,,
ELEC,CITY CREEK REGENT P5 1,115-123 Regent St,,Salt Lake City,UT,84111,,888-758-4389,T,10/9/2022,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.766206,-111.889789,11/9/2022,64532,2022-11-09 00:43:07 UTC,,,,10/2/2015,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,
ELEC,Zion National Park Lodge,1 Zion National Park Lodge,,Springdale,UT,84767,,,E,,Public,24 hours daily; for hotel guest use,,,,,,2.0,,,Non-Networked,,GPS,37.251,-112.9558,2/22/2021,64536,2022-04-28 20:01:31 UTC,FG,16.0,Department of the Interior,11/5/2014,,,,,J1772,US,,,,Public,,public,,DOI,HOTEL,,,,,,,Free for guest,,,,,,,,,,True
ELEC,CITY CREEK REGENT P3,115-123 Regent St LEVEL P3 - NORTH SIDE,,Salt Lake City,UT,84111,,888-758-4389,T,9/9/2022,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.766174,-111.889789,11/9/2022,65791,2022-11-09 00:44:14 UTC,,,,10/2/2015,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,
ELEC,CITY CREEK WEST PARKING P3,68 S Main St West side by Main Street elevato,,Salt Lake City,UT,84101,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.767618,-111.891558,11/9/2022,66364,2022-11-09 00:43:07 UTC,,,,10/2/2015,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Zion National Park - Zion Canyon Visitor Center,Highway 9,,Springdale,UT,84767,,,E,,Public,8am-7:30pm daily (seasonal hours vary); purchase a $5 code at the Zion Natural History Association bookstore at the Zion Canyon Visitor Center,A Cash Checks D M V,,,,,2.0,,,Non-Networked,,GPS,37.199965,-112.986096,2/22/2021,66460,2021-03-11 23:22:17 UTC,FG,16.0,Department of the Interior,4/15/2015,,,,,J1772,US,,,,Public,,public,,DOI,NATL_PARK,,,,,,,$5 per session,,,,,,,,,,False
ELEC,Zion National Park - Headquarters Building,Highway 9,,Springdale,UT,84767,,,E,,Private,Fleet use only,,,,,,2.0,,,Non-Networked,,GPS,37.216389,-112.98078,2/22/2021,66473,2021-03-11 23:22:17 UTC,FG,16.0,Department of the Interior,4/15/2015,,,,,J1772,US,,,,Privé,,private,,DOI,NATL_PARK,,,,,,,,,,,,,,,,,
ELEC,Zion National Park - Maintenance Yard,Highway 9,,Springdale,UT,84767,,,E,,Private,Fleet use only,,,,,,2.0,,,Non-Networked,,GPS,37.211715,-112.989644,2/22/2021,66474,2021-03-11 23:22:17 UTC,FG,16.0,Department of the Interior,2/1/2015,,,,,J1772,US,,,,Privé,,private,,DOI,NATL_PARK,,,,,,,,,,,,,,,,,
ELEC,EVSLCC GFSB 1,4365 S 2200 W,,Salt Lake City,UT,84119,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.675935,-111.947545,11/9/2022,67843,2022-11-09 00:44:57 UTC,,,,10/2/2015,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,4-4 GRRC Electrical Charging Station,Highway 149,,Jensen,UT,84035,,,E,,Private,Fleet use only,,,,,,1.0,,,Non-Networked,,GPS,40.438174,-109.307043,2/22/2021,68565,2021-03-11 23:22:17 UTC,FG,16.0,Department of the Interior,7/15/2015,,,,,J1772,US,,,,Privé,,private,,DOI,FED_GOV,,,,,,,,,,,,,,,,SOLAR,
ELEC,EVSLCC SCC 1,1575 South State St,,Salt Lake City,UT,84115,,888-758-4389,T,9/9/2022,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.735711,-111.886926,11/9/2022,69012,2022-11-09 00:44:56 UTC,,,,10/2/2015,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,
ELEC,UVU PARKING SVCS 1,936 S 400 W St,,Orem,UT,84058,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.280316,-111.705425,11/9/2022,69059,2022-11-09 00:45:08 UTC,,,,10/2/2015,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Tim Dahle Nissan Southtowne,11155 S Jordan Gateway,,South Jordan,UT,84095,,801-727-4651,E,,Public - Call ahead,Dealership business hours,,,,,,4.0,1.0,,Non-Networked,,GPS,40.54929,-111.896981,3/7/2022,70456,2022-03-07 19:49:53 UTC,P,,,2/2/2012,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False
ELEC,Tim Dahle Nissan Southtowne,11155 S Jordan Gateway,,South Jordan,UT,84095,,801-727-4651,E,,Private,Service center use only,,,,,,2.0,,,Non-Networked,,GPS,40.54929,-111.896981,3/7/2022,70468,2022-03-07 19:49:53 UTC,P,,,2/2/2012,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Costco,1818 S 300 W,,Salt Lake City,UT,84115,,801-485-9715,E,,Public - Credit card at all times,24/7 daily,,,,,,5.0,,,Non-Networked,,GPS,40.731465,-111.901715,12/9/2021,70534,2022-02-10 19:42:29 UTC,P,,,10/1/2015,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,SHOPPING_CENTER,,,,,,,$0.10 per kWh,,,,,,,,,,False
ELEC,Mountainland Association of Governments,586 E 800 N,,Orem,UT,84097,,801-229-3800,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,200-9,40.311431,-111.681877,11/4/2021,75614,2022-02-10 19:42:29 UTC,P,,,11/30/2015,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,False
ELEC,STATE OF UTAH WEST 1,2010 S 2760 W,,Salt Lake City,UT,84104,,888-758-4389,T,9/9/2022,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.727608,-111.960017,11/9/2022,77510,2022-11-09 00:47:43 UTC,,,,8/12/2016,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,
ELEC,FEDERAL AVE 120 N CHURCH ST,120 N Church St,,Logan,UT,84321,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.733596,-111.8337,11/9/2022,78265,2022-11-09 00:45:37 UTC,,,,9/2/2016,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,SRO TOWNE RIDGE 3,75 Towne Ridge Parkway,,Sandy,UT,84070,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.574722,-111.893125,11/9/2022,78902,2022-11-09 00:46:12 UTC,,,,10/9/2016,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,1800 S 300 W 1800 S 300 W,1834 300 W,,South Salt Lake,UT,84115,,888-758-4389,T,9/9/2022,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.730178,-111.900669,11/9/2022,82445,2022-11-09 00:49:25 UTC,,,,4/28/2017,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,
ELEC,LONE PEAK 6 SYNCHRONY,170 West Election Rd,,Draper,UT,84020,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.536457,-111.895384,11/9/2022,85937,2022-11-09 00:50:16 UTC,,,,7/19/2017,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,EVSLCC LHM 1,9750 South 300 West,,Sandy,UT,84070,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.574206,-111.901399,11/9/2022,87581,2022-11-09 00:51:18 UTC,,,,9/13/2017,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Summit County - Library,1885 W Ute Blvd,Exit 145 from I-80 onto SR-224; immediate right turn onto Ute Blvd; immediate left turn into parking lot of library.  Chargers on north side of building,Park City,UT,84098,,888-505-2170,E,,Public,24 hours daily; please move vehicle when done charging,,,,,,2.0,4.0,,Non-Networked,,GPS,40.724041,-111.546222,1/14/2021,91867,2021-11-10 19:04:41 UTC,LG,,,5/1/2017,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,LIBRARY,,,,,,,Free,,,,,,,,,,False
ELEC,Summit County - Courthouse,60 N Main St,I-80 exit 162,Coalville,UT,84017,,888-505-2170,E,,Public,24 hours daily; please move vehicle when done charging,,,,,,4.0,,,Non-Networked,,GPS,40.918173,-111.399073,2/15/2021,91868,2021-11-10 19:04:56 UTC,LG,,,1/1/2017,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,False
ELEC,SCO PCH ECCLES,11 S Wasatch Dr,,Salt Lake City,UT,84112,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.770694,-111.84186,11/9/2022,92342,2022-11-09 00:52:06 UTC,,,,3/7/2018,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,SCO PCH PARKING,57-77 Mario Capecchi Dr,,Salt Lake City,UT,84112,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.771888,-111.840176,11/9/2022,92343,2022-11-09 00:52:06 UTC,,,,3/7/2018,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,TOUCH N GO CHEVRON,545-569 Terminal Dr,,Salt Lake City,UT,84116,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.777208,-111.981191,11/9/2022,92356,2022-11-09 00:52:02 UTC,,,,3/7/2018,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,AIRPORT HOTELS COMFORT INN 2,202 Jimmy Doolittle Rd,,Salt Lake City,UT,84116,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.772327,-112.019596,11/9/2022,92420,2022-11-09 00:50:38 UTC,,,,3/7/2018,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,SPX CHARGEPOINT BUILDING J,142 N Central Ave,,Farmington,UT,84025,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.983532,-111.905488,11/9/2022,93799,2022-11-09 00:52:49 UTC,,,,3/15/2018,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,SCO PCH BASEMENT,30 N 1900 E,,Salt Lake City,UT,84132,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.771534,-111.83969,11/9/2022,93861,2022-11-09 00:52:06 UTC,,,,3/18/2018,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,SPX CHARGEPOINT BUILDING F,142 N Union Ave,,Farmington,UT,84025,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.983208,-111.908052,11/9/2022,94496,2022-11-09 00:52:47 UTC,,,,3/24/2018,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,PUBLIC USE SUNNYSIDE AVE,2600 Sunnyside Ave S,,Salt Lake City,UT,84108,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.751177,-111.814384,11/9/2022,95019,2022-11-09 00:49:24 UTC,,,,4/17/2018,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,PUBLIC USE FOREST DALE GOL,2375 900 E Forest Dale Golf Course,,Salt Lake City,UT,84106,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.718913,-111.864822,11/9/2022,95023,2022-11-09 00:48:53 UTC,,,,4/17/2018,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,PUBLIC USE LIB SQ GAR P1-1,210 E 400 S Library Square Garage,,Salt Lake City,UT,84111,,888-758-4389,T,10/28/2022,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.759538,-111.883972,11/9/2022,95024,2022-11-09 00:48:50 UTC,,,,4/17/2018,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,
ELEC,PUBLIC USE LIB SQ GAR P1-2,210 E 400 S Library Square Garage (P1),,Salt Lake City,UT,84111,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.759428,-111.883626,11/9/2022,95025,2022-11-09 00:48:50 UTC,,,,4/17/2018,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,PUBLIC USE PIONEER PARK,349 W 300 S Pioneer Park,,Salt Lake City,UT,84101,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.762713,-111.9009,11/9/2022,95028,2022-11-09 00:48:48 UTC,,,,4/17/2018,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,PUBLIC USE SORENSON MULTIC,855 W California Ave Sorenson Multicultural C,,Salt Lake City,UT,84104,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.740749,-111.914369,11/9/2022,95030,2022-11-09 00:48:41 UTC,,,,4/17/2018,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,DOWNTOWN DA L2 WEST STATION,35 W 500 S,,Salt Lake City,UT,84101,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.758936,-111.890011,11/9/2022,98415,2022-11-09 00:53:56 UTC,,,,5/18/2018,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,SCO LDS POB,324 10th Ave,,Salt Lake City,UT,84103,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.780519,-111.880174,11/9/2022,98492,2022-11-09 00:53:37 UTC,,,,5/23/2018,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,SCO LDS VISITOR N,383 C St E,,Salt Lake City,UT,84103,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.77826,-111.880842,11/9/2022,98565,2022-11-09 00:53:59 UTC,,,,5/26/2018,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Zion National Park,Zion Park Blvd,,Springdale,UT,84767,,,E,,Private,Fleet and employee use only,,,,,,4.0,,,Non-Networked,,GPS,37.199954,-112.983581,10/11/2022,98606,2022-10-11 18:56:12 UTC,FG,16.0,Department of the Interior,4/1/2018,,,,,J1772,US,,,,Privé,,private,,DOI,NATL_PARK,,,,,,,,,,,,,,,,,
