Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access
LNG,Clean Energy - Fremont Pilot #29,6900 Old US Highway 27,,Fremont,IN,46737,,866-809-4869,T,6/15/2022,TEMPORARILY UNAVAILABLE (Public - Credit card at all times),24 hours daily; call 866-809-4869 for Clean Energy card,A CleanEnergy Comdata D EFS FuelMan M Speedway TCH Tchek V Voyager Wright_Exp,,,,,,,,,,200-9,41.743382,-84.999675,11/4/2021,43621,2022-08-30 23:26:09 UTC,P,,,,,HD,,,,US,,,,TEMPORAIREMENT SUSPENDU (Public - Carte de crédit en tout temps),,public,CREDIT_CARD_ALWAYS,,TRAVEL_CENTER,,,,,,,,,,,,,,,HD,,FALSE
LNG,Clean Energy - Indianapolis Flying J #649,1720 W Thompson Rd,,Indianapolis,IN,46217,,866-809-4869,P,6/15/2022,PLANNED - not yet accessible (Public - Credit card at all times),24 hours daily; call 866-809-4869 for Clean Energy card; Also accepts PFGift Card,A CleanEnergy Comdata D EFS FuelMan M Speedway TCH Tchek V Voyager Wright_Exp,,,,,,,,,,200-9,39.693494,-86.191263,11/4/2021,43622,2022-08-30 23:26:09 UTC,P,,,,,HD,,,,US,,,,PRÉVU - pas encore accessible (Public - Carte de crédit en tout temps),,public,CREDIT_CARD_ALWAYS,,TRAVEL_CENTER,,,,,,,,,,,,,,,HD,,FALSE
LNG,Clean Energy - Lake Station Flying J #650,1401 Ripley St,,Lake Station,IN,46405,,866-809-4869,P,6/15/2022,PLANNED - not yet accessible (Public - Credit card at all times),24 hours daily; call 866-809-4869 for Clean Energy card; Also accepts PFGift Card,A CleanEnergy Comdata D EFS FuelMan M Speedway TCH Tchek V Voyager Wright_Exp,,,,,,,,,,200-9,41.586441,-87.239128,11/4/2021,43623,2022-08-30 23:26:09 UTC,P,,,,,HD,,,,US,,,,PRÉVU - pas encore accessible (Public - Carte de crédit en tout temps),,public,CREDIT_CARD_ALWAYS,,TRAVEL_CENTER,,,,,,,,,,,,,,,HD,,FALSE
LNG,Clean Energy - Colby Pilot #920,1100 E Willow St,,Colby,KS,67701,,866-809-4869,P,6/15/2022,PLANNED - not yet accessible (Public - Credit card at all times),24 hours daily; call 866-809-4869 for Clean Energy card; Also accepts PFGift Card,A CleanEnergy Comdata D EFS FleetOne FuelMan M Speedway TCH Tchek V Voyager Wright_Exp,,,,,,,,,,200-9,39.364639,-101.032506,11/4/2021,43624,2022-08-30 23:26:09 UTC,P,,,,,HD,,,,US,,,,PRÉVU - pas encore accessible (Public - Carte de crédit en tout temps),,public,CREDIT_CARD_ALWAYS,,TRAVEL_CENTER,,,,,,,,,,,,,,,HD,,FALSE
LNG,Clean Energy - Salina Flying J #659,2250 N Ohio St,,Salina,KS,67401,,866-809-4869,P,6/15/2022,PLANNED - not yet accessible (Public - Credit card at all times),24 hours daily; call 866-809-4869 for Clean Energy card; Also accepts PFGift Card,A CleanEnergy Comdata D EFS FleetOne FuelMan M Speedway TCH Tchek V Voyager Wright_Exp,,,,,,,,,,200-9,38.879671,-97.592074,11/4/2021,43626,2022-08-30 23:26:09 UTC,P,,,,,HD,,,,US,,,,PRÉVU - pas encore accessible (Public - Carte de crédit en tout temps),,public,CREDIT_CARD_ALWAYS,,TRAVEL_CENTER,,,,,,,,,,,,,,,HD,,FALSE
LNG,Clean Energy - Shreveport Flying J #665,9510 Greenwood Rd,,Greenwood,LA,71033,,866-809-4869,P,6/15/2022,PLANNED - not yet accessible (Public - Credit card at all times),24 hours daily; call 866-809-4869 for Clean Energy card,A CleanEnergy Comdata D EFS FleetOne FuelMan M Speedway TCH Tchek V Voyager Wright_Exp,,,,,,,,,,200-9,32.444765,-93.97902,11/4/2021,43628,2022-08-30 23:26:09 UTC,P,,,,,HD,,,,US,,,,PRÉVU - pas encore accessible (Public - Carte de crédit en tout temps),,public,CREDIT_CARD_ALWAYS,,TRAVEL_CENTER,,,,,,,,,,,,,,,HD,,FALSE
LNG,Clean Energy - Northeast Flying J #784,1 Center Dr,I-95 Exit 100,Northeast,MD,21901,,866-809-4869  410-287-7110,P,6/15/2022,PLANNED - not yet accessible (Public - Credit card at all times),24 hours daily; call 866-809-4869 for Clean Energy card; Also accepts PFGift Card,A CleanEnergy Comdata D EFS FuelMan M Speedway TCH Tchek V Voyager Wright_Exp,,,,,,,,,,200-9,39.625394,-75.950409,11/4/2021,43631,2022-08-30 23:26:09 UTC,P,,,,,HD,,,,US,,,,PRÉVU - pas encore accessible (Public - Carte de crédit en tout temps),,public,CREDIT_CARD_ALWAYS,,TRAVEL_CENTER,,,,,,,,,,,,,,,HD,,FALSE
LNG,Clean Energy - Joplin Flying J #669,11570 Highway FF,,Joplin,MO,64804,,866-809-4869,P,6/15/2022,PLANNED - not yet accessible (Public - Credit card at all times),24 hours daily; call 866-809-4869 for Clean Energy card,A CleanEnergy Comdata D EFS FuelMan M Speedway TCH Tchek V Voyager Wright_Exp,,,,,,,,,,200-9,37.056418,-94.429518,11/4/2021,43634,2022-08-30 23:26:09 UTC,P,,,,,HD,,,,US,,,,PRÉVU - pas encore accessible (Public - Carte de crédit en tout temps),,public,CREDIT_CARD_ALWAYS,,TRAVEL_CENTER,,,,,,,,,,,,,,,HD,,FALSE
LNG,Clean Energy - Pearl Flying J #678,685 Highway 80 E,,Pearl,MS,39208,,866-809-4869,E,,Public - Credit card at all times,24 hours daily; call 866-809-4869 for Clean Energy card; Also accepts PFGift Card,A CleanEnergy Comdata D EFS FleetOne FuelMan M TCH Tchek V Voyager Wright_Exp,,,,,,,,,,200-9,32.276776,-90.160321,10/12/2021,43636,2022-08-30 23:26:09 UTC,P,,,5/15/2015,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,TRAVEL_CENTER,,,,,NONE,,,,,,,,,,HD,,FALSE
LNG,Clean Energy - Gretna Flying J #686,15010 S State Highway 31,,Gretna,NE,68028,,866-809-4869,P,6/15/2022,PLANNED - not yet accessible (Public - Credit card at all times),24 hours daily; call 866-809-4869 for Clean Energy card,A CleanEnergy Comdata D EFS FuelMan M Speedway TCH Tchek V Voyager Wright_Exp,,,,,,,,,,200-9,41.09159,-96.255117,11/4/2021,43637,2022-08-30 23:26:09 UTC,P,,,,,HD,,,,US,,,,PRÉVU - pas encore accessible (Public - Carte de crédit en tout temps),,public,CREDIT_CARD_ALWAYS,,TRAVEL_CENTER,,,,,,,,,,,,,,,HD,,FALSE
LNG,Clean Energy - Stirk CNG,3400 S Newberry Rd,I-80 Exit 179,North Platte,NE,69101,,866-809-4869,E,,Public - Credit card at all times,24 hours daily; call 866-809-4869 for Clean Energy card,CleanEnergy D FleetOne M V Voyager Wright_Exp,,,,,,,,,,GPS,41.1010672,-100.7272963,11/4/2021,43638,2022-08-30 23:26:09 UTC,P,,,4/15/2016,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,TRAVEL_CENTER,,,,,,,,,,,,,,,HD,,FALSE
LNG,Clean Energy - Lordsburg Flying J #690,11 Old Highway 70,,Lordsburg,NM,88045,,866-809-4869,P,6/15/2022,PLANNED - not yet accessible (Public - Credit card at all times),24 hours daily; call 866-809-4869 for Clean Energy card; Also accepts PFGift Card,A CleanEnergy Comdata D EFS FleetOne FuelMan M Speedway TCH Tchek V Voyager Wright_Exp,,,,,,,,,,200-8,32.34187,-108.67717,11/4/2021,43642,2022-08-30 23:26:09 UTC,P,,,,,HD,,,,US,,,,PRÉVU - pas encore accessible (Public - Carte de crédit en tout temps),,public,CREDIT_CARD_ALWAYS,,TRAVEL_CENTER,,,,,,,,,,,,,,,HD,,FALSE
LNG,Clean Energy - Toledo Flying J #700,26415 Warns Rd,,Lake Township,OH,43551,,866-809-4869,P,6/15/2022,PLANNED - not yet accessible (Public - Credit card at all times),24 hours daily; call 866-809-4869 for Clean Energy card,A CleanEnergy Comdata D EFS FuelMan M Speedway TCH Tchek V Voyager Wright_Exp,,,,,,,,,,200-9,41.534055,-83.457512,11/4/2021,43649,2022-08-30 23:26:09 UTC,P,,,,,HD,,,,US,,,,PRÉVU - pas encore accessible (Public - Carte de crédit en tout temps),,public,CREDIT_CARD_ALWAYS,,TRAVEL_CENTER,,,,,,,,,,,,,,,HD,,FALSE
LNG,Clean Energy - London Pilot #454,1365 State Route 42 NE,,London,OH,43140,,866-809-4869,T,6/15/2022,TEMPORARILY UNAVAILABLE (Public - Credit card at all times),24 hours daily; call 866-809-4869 for Clean Energy card; Also accepts PFGift Card,A CleanEnergy Comdata D EFS FuelMan M Speedway TCH Tchek V Voyager Wright_Exp,,,,,,,,,,GPS,39.95945824,-83.3707651,11/4/2021,43650,2022-08-30 23:26:09 UTC,P,,,,,HD,,,,US,,,,TEMPORAIREMENT SUSPENDU (Public - Carte de crédit en tout temps),,public,CREDIT_CARD_ALWAYS,,TRAVEL_CENTER,,,,,,,,,,,,,,,HD,,FALSE
LNG,Clean Energy - Stanfield Pilot #390,2115 Highway 395,,Stanfield,OR,97875,,866-809-4869,P,6/15/2022,PLANNED - not yet accessible (Public - Credit card at all times),24 hours daily; call 866-809-4869 for Clean Energy card,A CleanEnergy Comdata D EFS FuelMan M Speedway TCH Tchek V Voyager Wright_Exp,,,,,,,,,,200-8,45.765923,-119.20471,11/4/2021,43657,2022-08-30 23:26:09 UTC,P,,,,,HD,,,,US,,,,PRÉVU - pas encore accessible (Public - Carte de crédit en tout temps),,public,CREDIT_CARD_ALWAYS,,TRAVEL_CENTER,,,,,,,,,,,,,,,HD,,FALSE
LNG,Clean Energy - Carlisle Flying J #708,1501 Harrisburg Pike,LCNG station,Carlisle,PA,17013,,866-809-4869,E,,Public - Credit card at all times,24 hours daily; call 866-809-4869 for Clean Energy card; Also accepts PFGift Card,A CleanEnergy Comdata D EFS FleetOne FuelMan M TCH V Voyager Wright_Exp,,,,,,,,,,200-9,40.23601,-77.122908,8/4/2021,43659,2022-08-30 23:26:09 UTC,P,,,1/28/2014,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,TRAVEL_CENTER,,,,,NONE,,,,,,,,,,HD,,FALSE
LNG,Clean Energy - Mill Hall Flying J #709,5609 Nittany Valley Dr,,Mill Hall,PA,17751,,866-809-4869,P,6/15/2022,PLANNED - not yet accessible (Public - Credit card at all times),24 hours daily; call 866-809-4869 for Clean Energy card; Also accepts PFGift Card,A CleanEnergy Comdata D EFS FleetOne FuelMan M Speedway TCH Tchek V Voyager Wright_Exp,,,,,,,,,,200-9,41.028604,-77.522787,11/4/2021,43660,2022-08-30 23:26:09 UTC,P,,,,,HD,,,,US,,,,PRÉVU - pas encore accessible (Public - Carte de crédit en tout temps),,public,CREDIT_CARD_ALWAYS,,TRAVEL_CENTER,,,,,,,,,,,,,,,HD,,FALSE
LNG,Clean Energy - Smithton Flying J #620,122 Fitz Henry Rd,,Smithton,PA,15479,,866-809-4869,P,6/15/2022,PLANNED - not yet accessible (Public - Credit card at all times),24 hours daily; call 866-809-4869 for Clean Energy card; Also accepts PFGift Card,A CleanEnergy Comdata D EFS FleetOne FuelMan M Speedway TCH Tchek V Voyager Wright_Exp,,,,,,,,,,200-9,40.169869,-79.731593,11/4/2021,43662,2022-08-30 23:26:09 UTC,P,,,,,HD,,,,US,,,,PRÉVU - pas encore accessible (Public - Carte de crédit en tout temps),,public,CREDIT_CARD_ALWAYS,,TRAVEL_CENTER,,,,,,,,,,,,,,,HD,,FALSE
LNG,Clean Energy - Blacksburg Flying J #711,1011 N Mountain St,,Blacksburg,SC,29702,,866-809-4869,P,6/15/2022,PLANNED - not yet accessible (Public - Credit card at all times),24 hours daily; call 866-809-4869 for Clean Energy card,A CleanEnergy Comdata D EFS FuelMan M Speedway TCH Tchek V Voyager Wright_Exp,,,,,,,,,,200-9,35.14224,-81.509612,11/4/2021,43663,2022-08-30 23:26:09 UTC,P,,,,,HD,,,,US,,,,PRÉVU - pas encore accessible (Public - Carte de crédit en tout temps),,public,CREDIT_CARD_ALWAYS,,TRAVEL_CENTER,,,,,,,,,,,,,,,HD,,FALSE
